word	pos	polarity	strength
flighty	JJ	negative	1.0
flimflam	NN	negative	1.0
flimsy	JJ	negative	0.5
flirt	VB	negative	1.0
flirty		negative	1.0
floor	VB	neutral	0.5
floored		negative	1.0
flounder	VB	negative	1.0
floundering		negative	1.0
flourish	JJ	positive	1.0
flourishing	JJ	positive	1.0
flout	VB	negative	1.0
fluent	JJ	positive	0.5
fluster	VB	negative	0.5
foe	NN	negative	1.0
fond	JJ	positive	1.0
fondly	RB	positive	1.0
fondness	NN	positive	1.0
fool		negative	1.0
foolhardy	JJ	negative	1.0
foolish		negative	1.0
foolishly		negative	1.0
foolishness	NN	negative	1.0
foolproof	JJ	positive	0.5
forbid	JJ	negative	1.0
forbidden	JJ	negative	1.0
forbidding	JJ	negative	0.5
forbidding	NN	negative	0.5
force	VB	negative	0.5
forceful	JJ	negative	0.5
foreboding	JJ	negative	1.0
forebodingly	RB	negative	1.0
foremost	JJ	positive	1.0
forsee	NN	neutral	1.0
foresight	NN	positive	1.0
foretell	VB	neutral	1.0
forfeit	VB	negative	0.5
forgave	VB	positive	1.0
forged	JJ	negative	0.5
forget	VB	negative	1.0
forgetful		negative	1.0
forgetfully		negative	1.0
forgetfulness	NN	negative	1.0
forgive	VB	positive	1.0
forgiven	JJ	positive	1.0
forgiveness	NN	positive	1.0
forgiving		positive	1.0
forgivingly		positive	1.0
forlorn	JJ	negative	1.0
forlornly	RB	negative	1.0
formidable	JJ	negative	1.0
forsake	VB	negative	1.0
forsaken		negative	1.0
forswear	VB	negative	1.0
forthright	JJ	neutral	0.5
fortitude	NN	positive	1.0
fortress	JJ	neutral	1.0
fortress	NN	neutral	1.0
fortuitous	JJ	positive	1.0
fortuitously	JJ	positive	1.0
fortunate	JJ	positive	0.5
fortunate		positive	1.0
fortunately		positive	1.0
fortune	JJ	positive	1.0
fortune	NN	positive	1.0
foul	JJ	negative	1.0
foul	RB	negative	1.0
foul	VB	negative	0.5
foully	RB	negative	1.0
foulness	NN	negative	1.0
fractious	JJ	negative	1.0
fractiously		negative	1.0
fracture	NN	negative	0.5
fracture	VB	negative	0.5
fragile	JJ	negative	0.5
fragile	NN	negative	0.5
fragmented	JJ	negative	0.5
fragrant	JJ	positive	1.0
frail	JJ	negative	0.5
frank	JJ	positive	1.0
frankly		neutral	1.0
frantic	JJ	negative	1.0
frantically		negative	1.0
franticly		negative	1.0
fraternize	VB	negative	1.0
fraud	JJ	negative	0.5
fraud	NN	negative	0.5
fraudulent	JJ	negative	0.5
fraught	JJ	negative	1.0
fraught	NN	negative	1.0
freak	NN	negative	1.0
freak	VB	negative	1.0
freakish	JJ	negative	1.0
freakish		negative	1.0
freakish		negative	1.0
freakishly		negative	1.0
frazzle	NN	negative	1.0
frazzle	VB	negative	1.0
frazzled	JJ	negative	1.0
free	JJ	positive	0.5
freedom	JJ	positive	0.5
freedom	NN	positive	0.5
freedoms	JJ	positive	0.5
freedoms	NN	positive	0.5
frenetic	JJ	negative	1.0
frenetically		negative	1.0
frenzied	JJ	negative	1.0
frenzy	NN	negative	1.0
frequent	JJ	neutral	0.5
fresh	JJ	positive	0.5
fret	VB	negative	1.0
fretful	JJ	negative	1.0
friction	JJ	negative	1.0
friction	NN	negative	1.0
frictions	JJ	negative	1.0
frictions	NN	negative	1.0
friend	JJ	positive	0.5
friend	NN	positive	0.5
friendliness	JJ	positive	1.0
friendliness	NN	positive	1.0
friendly	JJ	positive	1.0
friends	JJ	positive	0.5
friends	NN	positive	0.5
friendship	JJ	positive	0.5
friendship	NN	positive	0.5
friggin		negative	1.0
fright		negative	1.0
fright	NN	negative	1.0
frighten	VB	negative	1.0
frightening	JJ	negative	1.0
frighteningly	JJ	negative	1.0
frighteningly		negative	1.0
frightful	JJ	negative	1.0
frightfully		negative	1.0
frigid	JJ	negative	0.5
frivolous	JJ	negative	1.0
frolic	VB	positive	1.0
frown	JJ	negative	1.0
frown	NN	negative	1.0
frozen	JJ	negative	0.5
fruitful	JJ	positive	0.5
fruitless	JJ	negative	1.0
fruitlessly		negative	1.0
fumble	VB	negative	0.5
fun	VB	negative	1.0
frustrate	VB	negative	1.0
frustrated	JJ	negative	1.0
frustrating	JJ	negative	1.0
frustrating		negative	1.0
frustratingly		negative	1.0
frustration	NN	negative	1.0
fudge	JJ	negative	1.0
fudge	NN	negative	1.0
fudge	VB	negative	1.0
fugitive	JJ	negative	0.5
fulfillment	JJ	positive	0.5
fulfillment	NN	positive	0.5
full	JJ	neutral	0.5
fully	RB	neutral	0.5
full-blown	JJ	negative	0.5
full-fledged	JJ	positive	0.5
full-scale	JJ	neutral	0.5
fulminate	VB	negative	1.0
fume	VB	negative	1.0
fun	JJ	positive	1.0
functional	JJ	positive	0.5
fundamental	JJ	neutral	1.0
fundamentally	RB	neutral	1.0
fundamentalism	JJ	negative	0.5
fundamentalism	NN	negative	0.5
funded	JJ	neutral	0.5
funny	JJ	positive	1.0
funny		positive	1.0
furious	JJ	negative	1.0
furiously		negative	1.0
furor	NN	negative	1.0
further		neutral	0.5
furthermore		neutral	1.0
fury	NN	negative	1.0
fuss	JJ	negative	1.0
fuss	NN	negative	1.0
fuss	VB	negative	1.0
fustigate	VB	negative	1.0
fussy		negative	1.0
fusty	JJ	negative	1.0
futile	JJ	negative	1.0
futilely		negative	1.0
futility	NN	negative	1.0
fuzzy	JJ	negative	0.5
gabble	VB	negative	1.0
gaff	NN	negative	1.0
gaffe	NN	negative	1.0
gaiety	NN	positive	1.0
gaily	RB	positive	1.0
gain	NN	positive	0.5
gain	VB	positive	0.5
gainful	JJ	positive	1.0
gainfully	RB	positive	1.0
gainsay	VB	negative	1.0
gainsayer	NN	negative	1.0
gaga		negative	1.0
gaggle	VB	negative	1.0
gall	VB	negative	1.0
gallant	JJ	positive	1.0
gallantly	RB	positive	1.0
galling	JJ	negative	1.0
gallingly	RB	negative	1.0
galore		positive	1.0
galvanize	VB	neutral	0.5
gamble	NN	negative	0.5
gamble	VB	negative	0.5
game	JJ	negative	0.5
gape	VB	negative	1.0
garbage	JJ	negative	0.5
garbage	NN	negative	0.5
garish	JJ	negative	1.0
gasp	JJ	negative	1.0
gasp	NN	negative	1.0
gauche	JJ	negative	1.0
gaudy	JJ	negative	1.0
gawk	VB	negative	1.0
gawky	JJ	negative	1.0
geezer		negative	1.0
gem	JJ	positive	0.5
gem	NN	positive	0.5
gems	JJ	positive	0.5
gems	NN	positive	0.5
generosity	NN	positive	1.0
generous	JJ	positive	1.0
generously	JJ	positive	1.0
genial	JJ	positive	0.5
genius	NN	positive	1.0
genocide	JJ	negative	1.0
genocide	NN	negative	1.0
gentle	JJ	positive	0.5
genuine	JJ	positive	0.5
germane	JJ	positive	0.5
gestures	JJ	neutral	0.5
gestures	NN	neutral	0.5
get-rich	JJ	negative	1.0
get-rich	NN	negative	1.0
ghastly	JJ	negative	1.0
ghetto	NN	negative	0.5
giant	JJ	neutral	0.5
giant	NN	neutral	0.5
giants	JJ	neutral	0.5
giants	NN	neutral	0.5
gibber	VB	negative	1.0
gibberish		negative	1.0
gibe	VB	negative	1.0
giddy	JJ	positive	1.0
gifted	JJ	positive	1.0
gigantic	JJ	neutral	0.5
glad	JJ	positive	1.0
gladden	VB	positive	1.0
gladly	RB	positive	1.0
gladness	NN	positive	1.0
glamorous	JJ	positive	1.0
glare	NN	negative	1.0
glare	VB	negative	1.0
glaring	JJ	negative	1.0
glaringly	RB	negative	1.0
glean	VB	neutral	1.0
glee	NN	positive	1.0
gleeful		positive	1.0
gleefully		positive	1.0
glib	JJ	negative	1.0
glibly	RB	negative	1.0
glimmer	JJ	positive	1.0
glimmer	NN	positive	1.0
glimmer	VB	positive	1.0
glimmering		positive	1.0
glisten	JJ	positive	1.0
glisten	VB	positive	1.0
glistening		positive	1.0
glitch	NN	negative	0.5
glitter	JJ	positive	1.0
glitter	VB	positive	1.0
gloat	VB	both	1.0
gloatingly	RB	negative	1.0
gloom	NN	negative	1.0
gloomy	JJ	negative	1.0
glorify	VB	positive	1.0
glorious	JJ	positive	1.0
gloriously		positive	1.0
glory	NN	positive	1.0
glory	VB	positive	1.0
gloss	VB	negative	1.0
glossy	JJ	positive	1.0
glow	VB	positive	1.0
glower	VB	negative	1.0
glowing		positive	1.0
glowingly		positive	1.0
glum	JJ	negative	1.0
glut	NN	negative	0.5
gnawing		negative	0.5
go-ahead	JJ	positive	0.5
go-ahead	NN	positive	0.5
goad	VB	negative	1.0
goading	JJ	negative	1.0
god-awful		negative	1.0
god-given		positive	1.0
goddam		negative	1.0
goddamn		negative	1.0
godlike		positive	1.0
gold	NN	positive	0.5
golden	JJ	positive	0.5
good		positive	0.5
goodly	RB	positive	0.5
goodness	NN	positive	1.0
goodwill	JJ	positive	1.0
goodwill	NN	positive	1.0
goof	NN	negative	1.0
goof	VB	negative	1.0
gorgeous	JJ	positive	1.0
gorgeously		positive	1.0
gossip	JJ	negative	1.0
gossip	NN	negative	1.0
gossip	VB	negative	1.0
grace	NN	positive	1.0
graceful	JJ	positive	1.0
gracefully	RB	positive	1.0
graceless	JJ	negative	1.0
gracelessly	RB	negative	1.0
gracious	JJ	positive	1.0
graciously	RB	positive	1.0
graciousness	NN	positive	1.0
graft	NN	negative	0.5
grail	JJ	positive	0.5
grail	NN	positive	0.5
grand	JJ	positive	0.5
grandeur	NN	positive	1.0
grandiose	JJ	negative	1.0
grapple	VB	negative	0.5
grate	VB	negative	1.0
grateful	JJ	positive	1.0
grateful		positive	1.0
gratefully		positive	1.0
gratification	NN	positive	1.0
gratify	VB	positive	1.0
gratifying		positive	1.0
gratifyingly		positive	1.0
grating	JJ	negative	1.0
gratitude	JJ	positive	1.0
gratitude	NN	positive	1.0
gratuitous	JJ	negative	1.0
gratuitous	NN	negative	1.0
gratuitously		negative	1.0
grave	JJ	negative	1.0
gravely	RB	negative	1.0
great	JJ	positive	1.0
greatest	JJ	positive	1.0
greatly	RB	neutral	1.0
greatness	NN	positive	1.0
greed	NN	negative	1.0
greedy	JJ	negative	1.0
greet	VB	positive	1.0
grief	NN	negative	1.0
grievance	NN	negative	1.0
grievances	JJ	negative	1.0
grievances	NN	negative	1.0
grieve	VB	negative	1.0
grieving	JJ	negative	1.0
grievous		negative	1.0
grievously		negative	1.0
grill	VB	negative	0.5
grim	JJ	negative	1.0
grimace	VB	negative	1.0
grin		positive	1.0
grind	JJ	negative	1.0
grind	NN	negative	1.0
gripe	NN	negative	1.0
gripe	VB	negative	1.0
grisly	JJ	negative	1.0
grit	JJ	positive	1.0
grit	NN	positive	1.0
gritty	JJ	negative	0.5
groove	VB	positive	0.5
gross	JJ	negative	0.5
grossly		negative	1.0
grotesque	JJ	negative	1.0
grouch	NN	negative	1.0
grouchy	JJ	negative	1.0
groundbreaking	JJ	positive	1.0
groundbreaking	NN	positive	1.0
groundless	JJ	negative	1.0
grouse	VB	negative	1.0
growing	JJ	neutral	0.5
growl	VB	negative	1.0
grudge		negative	1.0
grudges	JJ	negative	1.0
grudges	NN	negative	1.0
grudging		negative	1.0
grudgingly		negative	1.0
gruesome		negative	1.0
gruesomely		negative	1.0
gruff	JJ	negative	1.0
grumble	VB	negative	1.0
guarantee	NN	positive	0.5
guarantee	VB	positive	0.5
guardian	NN	positive	0.5
guidance	JJ	positive	0.5
guidance	NN	positive	0.5
guile	NN	negative	1.0
guilt	NN	negative	1.0
guiltless	JJ	positive	1.0
guilty	JJ	negative	0.5
guiltily	RB	negative	1.0
gullible	JJ	negative	1.0
gush	VB	positive	0.5
gumption	NN	positive	1.0
gusto	NN	positive	1.0
gutsy	JJ	positive	1.0
haggard	JJ	negative	1.0
haggle	VB	negative	1.0
hail	VB	positive	1.0
halcyon	JJ	positive	1.0
hale	JJ	positive	1.0
halfhearted	JJ	negative	1.0
halfheartedly	JJ	negative	1.0
halfway	JJ	neutral	0.5
halfway	NN	neutral	0.5
hallowed	JJ	positive	1.0
hallucinate	VB	negative	1.0
hallucination	NN	negative	1.0
halt	JJ	neutral	0.5
hamper	VB	negative	1.0
hamstring	VB	negative	1.0
hamstrung	VB	negative	1.0
handicapped	JJ	negative	0.5
handily	RB	positive	1.0
handsome	JJ	positive	1.0
handy	JJ	positive	1.0
hanker	VB	positive	1.0
hapless	JJ	negative	1.0
haphazard	JJ	negative	0.5
happily	RB	positive	1.0
happiness	NN	positive	1.0
happy	JJ	positive	1.0
harangue	VB	negative	1.0
harass	VB	negative	0.5
harassment	JJ	negative	1.0
harassment	NN	negative	1.0
harboring	JJ	negative	0.5
harboring	NN	negative	0.5
harbors	JJ	negative	0.5
harbors	NN	negative	0.5
hard	JJ	negative	0.5
hard-hit	JJ	negative	0.5
hard-line	JJ	negative	1.0
hard-liner	NN	negative	1.0
hard-working	JJ	positive	0.5
hardball	JJ	negative	1.0
hardball	NN	negative	1.0
harden	VB	negative	0.5
hardened	JJ	negative	0.5
hardheaded	JJ	negative	1.0
hardhearted	JJ	negative	1.0
hardier	JJ	positive	1.0
hardier	NN	positive	1.0
hardliner	NN	negative	0.5
hardliners	JJ	negative	0.5
hardliners	NN	negative	0.5
hardly		negative	1.0
hardship	NN	negative	1.0
hardships	JJ	negative	1.0
hardships	NN	negative	1.0
hardy	JJ	positive	0.5
harm	JJ	negative	1.0
harm	NN	negative	1.0
harmful	JJ	negative	1.0
harmless	JJ	positive	1.0
harmonious	JJ	positive	1.0
harmoniously		positive	1.0
harmonize	VB	positive	1.0
harmony	JJ	positive	1.0
harmony	NN	positive	1.0
harms	JJ	negative	1.0
harms	NN	negative	1.0
harpy	NN	negative	1.0
harridan	NN	negative	1.0
harried	JJ	negative	1.0
harrow	VB	negative	1.0
harsh	JJ	negative	1.0
harshly		negative	1.0
hassle	NN	negative	1.0
haste	JJ	negative	1.0
haste	NN	negative	1.0
hasty	JJ	negative	1.0
hasty	JJ	negative	0.5
hate	VB	negative	1.0
hater	NN	negative	1.0
hateful	JJ	negative	1.0
hatefully		negative	1.0
hatefulness	NN	negative	1.0
haughtily	RB	negative	1.0
haughty	JJ	negative	1.0
hatred	NN	negative	1.0
haunt	VB	negative	0.5
haunting	JJ	negative	1.0
haven	NN	positive	1.0
havoc	NN	negative	1.0
hawkish	JJ	negative	1.0
hawkish	NN	negative	1.0
hazard	NN	negative	0.5
hazard	VB	negative	0.5
hazardous	JJ	negative	0.5
hazy	JJ	negative	0.5
headache	NN	negative	0.5
headaches	JJ	negative	0.5
headaches	NN	negative	0.5
headway	NN	positive	0.5
heady	JJ	positive	1.0
heal	VB	positive	0.5
healthful	JJ	positive	1.0
healthy	JJ	positive	0.5
healthy	NN	positive	0.5
heart	JJ	positive	0.5
heartbreak	NN	negative	1.0
heartbreaker	NN	negative	1.0
heartbreaking	JJ	negative	1.0
heartbreakingly	RB	negative	1.0
hearten	VB	positive	1.0
heartening	JJ	positive	1.0
heartfelt	JJ	positive	1.0
heartily	JJ	positive	1.0
heartless	JJ	negative	1.0
heartrending	JJ	negative	1.0
heartwarming	JJ	positive	1.0
heathen	JJ	negative	1.0
heathen	NN	negative	1.0
heaven	NN	positive	0.5
heavenly		positive	1.0
heavily	RB	negative	1.0
heavy-duty	JJ	neutral	0.5
heavy-handed	JJ	negative	1.0
heavyhearted	JJ	negative	1.0
heck	JJ	negative	1.0
heck	NN	negative	1.0
heckle	VB	negative	1.0
hectic	JJ	negative	0.5
hedge	VB	negative	1.0
hedonistic	JJ	negative	1.0
heedless	JJ	negative	1.0
hefty	JJ	neutral	0.5
hegemonism	JJ	negative	0.5
hegemonism	NN	negative	0.5
hegemonistic	JJ	negative	1.0
hegemony	NN	negative	1.0
hegemony	JJ	negative	0.5
hegemony	NN	negative	0.5
heinous	JJ	negative	1.0
hell	NN	negative	1.0
hell-bent	JJ	negative	1.0
hellion		negative	1.0
help	JJ	positive	0.5
help	NN	positive	0.5
help	VB	positive	0.5
helpful	JJ	positive	0.5
helpless	JJ	negative	0.5
helplessly	RB	negative	0.5
helplessness	NN	negative	0.5
herald		positive	1.0
heresy	NN	negative	1.0
heretic	NN	negative	1.0
heretical	JJ	negative	1.0
hero	NN	positive	1.0
heroic	JJ	positive	1.0
heroic		positive	1.0
heroically		positive	1.0
heroine	NN	positive	1.0
heroize	VB	positive	1.0
heros	NN	positive	1.0
hesitant	JJ	negative	1.0
hideous	JJ	negative	1.0
hideously	RB	negative	1.0
hideousness	NN	negative	1.0
high	JJ	neutral	0.5
high-powered	JJ	neutral	0.5
high-quality	JJ	positive	0.5
highlight	NN	positive	1.0
highlight	VB	positive	1.0
hilarious	JJ	positive	1.0
hilariously		positive	1.0
hilariousness	NN	positive	1.0
hilarity	NN	positive	1.0
hinder	VB	negative	1.0
hindrance	NN	negative	1.0
historic	JJ	positive	0.5
hm		neutral	1.0
hmm		neutral	1.0
hoard	VB	negative	1.0
hoax	VB	negative	1.0
hobble	VB	negative	0.5
hole	NN	negative	0.5
hollow	JJ	negative	1.0
holy	JJ	positive	0.5
homage	NN	positive	1.0
honest	JJ	positive	1.0
honest	NN	positive	0.5
honestly		positive	1.0
honesty	JJ	positive	1.0
honesty	NN	positive	1.0
honeymoon	NN	positive	0.5
honor	JJ	positive	0.5
honor	NN	positive	0.5
honor	VB	positive	1.0
honorable		positive	1.0
hoodwink	VB	negative	1.0
hope	JJ	positive	1.0
hope	NN	positive	1.0
hope	VB	positive	1.0
hopeful		positive	1.0
hopefully		positive	1.0
hopefulness	NN	positive	1.0
hopeless	JJ	negative	1.0
hopelessly		negative	1.0
hopelessness	NN	negative	1.0
hopes	JJ	positive	1.0
hopes	NN	positive	1.0
horde	NN	negative	0.5
horrendous	JJ	negative	1.0
horrendously		negative	1.0
horrible	JJ	negative	1.0
horrible		negative	1.0
horribly		negative	1.0
horrid	JJ	negative	1.0
horrific	JJ	negative	1.0
horrifically		negative	1.0
horrify	JJ	negative	1.0
horrify	VB	negative	1.0
horrifying		negative	1.0
horrifyingly		negative	1.0
horror	NN	negative	1.0
horrors	NN	negative	1.0
hospitable	JJ	positive	1.0
hostage	NN	negative	0.5
hostile	JJ	negative	0.5
hostile	NN	negative	0.5
hostilities	JJ	negative	0.5
hostilities	NN	negative	0.5
hostility	JJ	negative	1.0
hostility	NN	negative	1.0
hot	JJ	positive	0.5
hothead	NN	negative	1.0
hotheaded	JJ	negative	1.0
hotbeds	JJ	negative	1.0
hotbeds	NN	negative	1.0
hothouse	JJ	negative	0.5
hothouse	NN	negative	0.5
however		neutral	0.5
hubris	NN	negative	1.0
huckster	NN	negative	1.0
hug	JJ	positive	1.0
hug	NN	positive	1.0
huge	JJ	neutral	0.5
humane	JJ	positive	1.0
humane	NN	positive	1.0
humanists	JJ	positive	0.5
humanists	NN	positive	0.5
humanity	NN	positive	0.5
humankind	NN	positive	1.0
humble	VB	positive	1.0
humbling		negative	1.0
humiliate	VB	negative	1.0
humiliating	JJ	negative	1.0
humiliation	NN	negative	1.0
humility	NN	positive	1.0
humor	VB	positive	1.0
humorous		positive	1.0
humorously		positive	1.0
humour	JJ	positive	1.0
humour	NN	positive	1.0
humourous		positive	1.0
hunger	VB	negative	1.0
hungry	JJ	negative	0.5
hurt	JJ	negative	0.5
hurt	VB	negative	0.5
hurtful	JJ	negative	0.5
hustler	NN	negative	0.5
hypnotize	VB	neutral	0.5
hypocrisy	NN	negative	1.0
hypocrite	NN	negative	1.0
hypocrites	NN	negative	1.0
hypocritical	JJ	negative	1.0
hypocritically	NN	negative	1.0
hysteria	NN	negative	1.0
hysteric	JJ	negative	1.0
hysterical		negative	1.0
hysterically		negative	1.0
hysterics	NN	negative	1.0
icy	JJ	negative	0.5
idea	JJ	neutral	0.5
idea	NN	neutral	0.5
ideal	JJ	positive	1.0
ideal	NN	positive	1.0
idealism	NN	positive	0.5
idealist	NN	positive	0.5
idealize	VB	positive	1.0
ideally		positive	1.0
idiocies		negative	1.0
idiocy		negative	1.0
idiot		negative	1.0
idiotic		negative	1.0
idiotically		negative	1.0
idiots		negative	1.0
idle	JJ	negative	0.5
idol	JJ	positive	1.0
idol	NN	positive	1.0
idolize	VB	positive	1.0
idolized	JJ	positive	1.0
idyllic		positive	1.0
ignite	VB	neutral	0.5
ignoble	JJ	negative	1.0
ignominious	JJ	negative	1.0
ignominiously	RB	negative	1.0
ignominy	NN	negative	1.0
ignore	VB	negative	0.5
ignorance	JJ	negative	1.0
ignorance	NN	negative	1.0
ignorant	JJ	negative	1.0
ignorant	NN	negative	1.0
ill	JJ	negative	0.5
ill	NN	negative	0.5
ill-advised	JJ	negative	1.0
ill-conceived	JJ	negative	1.0
ill-fated	JJ	negative	1.0
ill-favored	JJ	negative	1.0
ill-mannered	JJ	negative	1.0
ill-natured	JJ	negative	1.0
ill-sorted	JJ	negative	1.0
ill-tempered	JJ	negative	1.0
ill-treated	JJ	negative	1.0
ill-treatment	JJ	negative	1.0
ill-treatment	NN	negative	1.0
ill-usage	NN	negative	1.0
ill-used	JJ	negative	1.0
illegal	JJ	negative	0.5
illegally	RB	negative	0.5
illegitimate	JJ	negative	0.5
illicit	JJ	negative	0.5
illiquid	JJ	negative	0.5
illiterate	JJ	negative	0.5
illness	NN	negative	0.5
illogic	NN	negative	1.0
illogical	JJ	negative	1.0
illogically	RB	negative	1.0
illuminate	VB	positive	1.0
illuminati	JJ	positive	1.0
illuminati	NN	positive	1.0
illuminating		positive	1.0
illumine	VB	positive	1.0
illusion	JJ	negative	1.0
illusion	NN	negative	1.0
illusions	JJ	negative	1.0
illusions	NN	negative	1.0
illusory	JJ	negative	1.0
illustrious	JJ	positive	1.0
imaginary	JJ	negative	1.0
imagination	JJ	neutral	1.0
imagination	NN	neutral	1.0
imaginative	JJ	positive	1.0
imagine	VB	neutral	1.0
imbalance	JJ	negative	1.0
imbalance	NN	negative	1.0
imbecile		negative	1.0
imbroglio	NN	negative	1.0
immaculate	JJ	positive	1.0
immaculately	RB	positive	1.0
immaterial	JJ	negative	1.0
immature	JJ	negative	0.5
immediate	JJ	neutral	0.5
immediately		neutral	1.0
immense	JJ	neutral	0.5
immensely		neutral	1.0
immensity	NN	neutral	1.0
immensurable	NN	neutral	1.0
imminence	NN	negative	1.0
imminent	JJ	negative	1.0
imminently	RB	negative	1.0
immobilized		negative	0.5
immoderate	JJ	negative	1.0
immoderately	RB	negative	1.0
immodest	JJ	negative	1.0
immoral	JJ	negative	1.0
immorality	NN	negative	1.0
immorally		negative	1.0
immovable	JJ	negative	1.0
immune	JJ	neutral	0.5
impair	VB	negative	1.0
impaired	JJ	negative	1.0
impartial	JJ	positive	0.5
impartiality	NN	positive	0.5
impartially	RB	positive	0.5
impasse	NN	negative	1.0
impassioned	JJ	positive	1.0
impassive	JJ	negative	0.5
impatience	NN	negative	1.0
impatient	JJ	negative	1.0
impatiently	RB	negative	1.0
impeach	VB	negative	1.0
impeccable	JJ	positive	1.0
impeccably		positive	1.0
impede	VB	negative	1.0
impedance	NN	negative	1.0
impediment	NN	negative	1.0
impel	VB	positive	1.0
impending	JJ	negative	1.0
impending	NN	negative	1.0
impenitent	JJ	negative	1.0
imperative	JJ	neutral	1.0
imperatively	RB	neutral	1.0
imperfect	JJ	negative	0.5
imperfectly	RB	negative	0.5
imperial	JJ	positive	0.5
imperialist	NN	negative	1.0
imperil	VB	negative	1.0
imperious	JJ	negative	1.0
imperiously	RB	negative	1.0
impermissible	JJ	negative	0.5
impersonal	JJ	negative	0.5
impertinent	JJ	negative	1.0
imperturbable	JJ	positive	1.0
impervious	JJ	positive	1.0
impetuous	JJ	negative	1.0
impetuously		negative	1.0
impetus	NN	positive	0.5
impiety	NN	negative	1.0
impinge	VB	negative	1.0
impious	JJ	negative	1.0
implacable	JJ	negative	1.0
implausible	JJ	negative	1.0
implausibly		negative	1.0
implicate	VB	negative	0.5
implication	JJ	negative	0.5
implication	NN	negative	0.5
implicit	JJ	neutral	0.5
implode	VB	negative	1.0
implore	VB	both	1.0
imploring	JJ	both	1.0
imploringly		both	1.0
imply	VB	neutral	1.0
impolite	JJ	negative	1.0
impolitely	RB	negative	1.0
impolitic	JJ	negative	1.0
importance	NN	positive	0.5
important	JJ	positive	0.5
importantly	RB	positive	0.5
